Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Y1,Y21,Y22,Y23,Var38,Var39,Var40,Y31,Y32,Y33,Y41,Y42,Y43,Y51,Y52,Y53,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20825001,20/08/25 화요일,38500,90,30,90,180,36,1200,108.5,19.5,9.5,3,3,18.4,8.7,-0.9,7.509,52.889,52.734,1,1,0,0,6,20,28,33,21,19,18,0.0189,131.5,137.2,135.5,36.71,36,36.29,0,-0.56,-0.54,278.8,351,279.9,475.4,653.2,472.1,7.5,P2E10,P2E10,92.02,92.03,84.23,86.1,8.32,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20825002,20/08/25 화요일,38500,90,30,90,85,36,1200,107,20.2,10,3,3,16.9,9.4,1.5,13.737,61.757,60.402,0,1,0,6,10,28,39,51,34,33,29,0.0188,162,165.4,162.2,36.35,35.73,35.34,0,-0.54,-0.56,433.8,411,380.2,452,390.8,410.9,7.4,P2E03,P2E03,99.8,99.96,89.37,91.18,20.84,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20825003,20/08/25 화요일,38500,90,30,90,85,36,1200,107,20.4,10,3,3,17.2,10.4,1.5,13.754,61.511,60.865,1,1,0,11,14,37,45,50,33,31,27,0.0188,160.8,164.1,161.9,35.66,35.45,36.46,0,-0.55,-0.56,366.8,351.5,321.5,407.7,401.8,374.5,6.5,P2E04,P2E04,99.94,99.92,90.48,91.87,19.73,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20826001,20/08/26 수요일,37700,84,33,84,100,36,1200,107,20.2,10.3,3,3,17.7,9.5,-0.7,12.001,59.144,57.301,1,1,0,9,11,30,40,49,33,32,26,0.0189,160.4,157.2,160.7,35.21,36.75,36.47,0,-0.59,-0.59,553.7,536.1,542.6,547.3,446.7,499.3,7.9,P2E05,P2E05,96.06,96.01,88.15,88.29,18.71,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20827001,20/08/27 목요일,45000,107.5,25,107.5,100,36,1200,107,20,9.8,3,3,17.5,9.6,1.5,11.766,59.809,57.147,1,1,0,9,12,32,39,44,31,27,21,0.019,173.1,177.1,174.5,35.91,36.68,37.61,0,-0.54,-0.64,318.3,338.6,355.5,396.5,468.9,424.4,8.2,P2E07,P2E07,96.02,96.03,86.75,88.24,0,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20827002,20/08/27 목요일,47000,100,26,100,140,36,1200,107.5,20.2,10,3,3,18.3,10.2,0.4,8.737,56.539,55.189,1,1,1,16,17,32,34,37,25,22,18,0.0186,138.3,141.6,131.3,37.01,37.14,36.46,0,-0.41,-0.44,318.7,325.2,331.3,432.3,389,460.2,7.3,P2E01,P2E01,92,91.99,84.08,84.1,18.44,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20828001,20/08/28 금요일,47000,100,26,100,140,36,1200,107.5,19.5,10,3,3,18.6,10.7,1,8.464,57.084,55.218,1,1,1,14,17,34,36,39,26,23,19,0.0188,132.1,139.2,131.6,36,36.98,37.07,0,-0.7,-0.74,536.6,546.3,549.2,405.5,391.9,410.9,9,P2E04,P2E04,92.01,92.01,84,86.29,18.55,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20828002,20/08/28 금요일,39000,109,23,109,90,36,1200,107.5,20.2,10,3,3,16.8,9.5,-0.4,12.999,60.079,58.439,1,1,0,11,13,36,43,48,33,32,25,0.0189,171,175,162.9,36.6,36.57,35.35,0,-0.77,-0.76,460.8,431.3,361.2,477.6,465.8,457,8.5,P2E06,P2E06,99.76,99.9,90.02,90.99,20.19,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20828003,20/08/28 금요일,39000,109,23,109,90,36,1200,107.5,20.5,10,3,3,17.6,8.9,-0.7,12.652,60.238,57.846,1,1,0,5,8,24,34,41,29,26,18,0.0189,143.1,145,146.7,36.31,36.51,36.29,0,-0.74,-0.77,437.6,448.1,442.8,538.2,522.6,510.1,7.4,P2E09,P2E09,99.82,99.91,91.08,90.34,22.22,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20828004,20/08/28 금요일,39000,109,23,109,210,36,1200,109,20.1,9.8,3,3,17.4,8.8,0.2,6.016,53.342,52.402,1,1,0,7,10,24,28,31,21,19,17,0.0194,143.9,136.1,145.9,37.25,35.6,36.46,0,-0.55,-0.53,230.1,197.9,223.2,607.6,546.2,603.8,10,P2E01,P2E01,91.98,91.96,84.75,85.11,15.54,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20829001,20/08/29 토요일,36500,85.5,31,85.5,200,36,1200,109,20,10,3,3,17.2,8.9,1.3,6.168,53.221,51.177,1,2,0,5,8,21,27,33,21,20,16,0.0195,148.2,140.4,153.5,35.47,36.64,37.18,0,-0.64,-0.77,273.7,264.8,281.5,459.1,493.6,484,9.1,P2E05,P2E05,92.05,91.99,84.89,85.42,13.25,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20831001,20/08/31 월요일,43700,123.5,25,123.5,200,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20831002,20/08/31 월요일,36500,85.5,31,85.5,200,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.0198,130.9,134,119.2,36.31,37.29,37.86,0,-0.51,-0.62,283.7,264,279.5,579.7,499.4,560.3,10.2,P2E06,P2E06,91.98,91.99,83.76,85.34,14.18,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20831003,20/08/31 월요일,36500,85.5,31,85.5,80,36,1200,110,19.6,9.9,3,3,18.9,8.7,0.5,5.812,53.853,49.547,1,1,0,8,10,23,27,30,21,18,14,0.019,147,148.8,147.7,36.86,36.77,36.33,0,-0.61,-0.67,360.9,365.4,408,458.4,481.7,472.4,7.4,P2E06,P2E06,91.98,91.99,83.76,85.34,15.26,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20831004,20/08/31 월요일,35400,94.5,28,94.5,80,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P2E08,P2E08,99.8,99.97,89.04,89.51,17.36,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20831005,20/08/31 월요일,43700,123.5,25,123.5,80,36,1200,107,20.5,10.2,3,3,18,9.7,0.2,14.449,64.217,62.452,0,1,0,8,10,28,38,51,35,33,29,0.019,147,148.8,147.7,36.86,36.77,36.33,0,-0.61,-0.67,360.9,365.4,408,458.4,481.7,472.4,7.4,P2E08,P2E08,99.8,99.97,89.04,89.51,17.36,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20901001,20/09/01 화요일,53200,129.5,21,129.5,80,36,1200,107,20,10,3,3,18.3,9.6,0.2,14.44,65.35,62.259,1,1,2,17,19,44,50,56,36,34,31,0.0184,177.3,176.2,167.6,36.15,35.06,35.74,0,-0.38,-0.48,346.3,367,357,412.8,440,447.7,5.1,P2E01,P2E01,99.77,99.87,89.24,90.4,17.54,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20901002,20/09/01 화요일,53200,129.5,21,129.5,20,36,1200,107,19.7,10.1,3,3,17.3,9.8,2,20.135,69.497,69.507,9,18,15,39,30,21,37,35,13,7,4,0.0182,147.3,163.5,185.8,38.87,38.96,39.71,0,-0.47,-0.58,630.7,608.1,589.1,567.9,573.3,621.9,5.6,P2E04,P2E04,86.99,86.99,74.24,77.99,29.2,Y,AP,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20901003,20/09/01 화요일,58800,87,30,87,50,36,1200,107,19.5,10,3,3,16.4,10.2,0.6,16.949,66.209,64.747,0,0,1,12,14,34,46,56,39,34,22,0.0184,161.7,166.6,154.5,35.96,36.89,36.91,0,-0.8,-0.84,432.3,335.3,321.4,444.2,438.5,460,7.2,P2E08,P2E08,99.61,99.95,86.3,88.62,18.14,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20901004,20/09/01 화요일,58800,87,30,87,50,36,1200,107,19.5,9.8,3,3,17.7,9.8,0.7,17.023,65.668,63.291,0,0,2,16,18,42,48,54,34,29,17,0.0181,145.6,147.1,146.9,36.7,37.83,37.59,0,-0.67,-0.59,269.8,278.9,298,459.1,442.7,464.4,6,P2E10,P2E10,99.44,99.18,87.66,86.55,8.37,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20902001,20/09/02 수요일,46800,127,27,127,180,36,1200,108.5,19.4,9.6,3,3,19.1,10,-0.6,7.179,50.4,52.373,0,1,0,12,13,27,30,31,21,18,14,0.0197,130.9,131.3,136.8,37.24,36.77,37.21,0,-0.38,-0.39,329.5,321.9,360,447.5,484.8,458.1,8.1,P2E03,P2E03,92.02,92.01,83.44,86.3,16.89,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20902002,20/09/02 수요일,58800,87,30,87,180,36,1200,108.5,19.5,9.7,3,3,19.4,9.9,0.1,7.01,50.506,52.228,1,1,4,21,18,27,29,32,20,17,14,0.019,134.6,139,131.5,36.28,37.81,36.96,0,-0.8,-0.67,284.8,305.2,286.6,574.3,524.7,596,10.1,P2E02,P2E02,92.02,92.01,82.97,86.9,15.33,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20902003,20/09/02 수요일,46800,122,27,122,80,36,1200,107,20.5,10,3,3,17.9,9,0.3,14.536,63.035,60.793,0,-1,0,11,12,35,44,50,35,32,26,0.0186,158.8,157.7,156.5,36.16,36.74,37.16,0,-0.73,-0.77,351.7,411.5,312.8,527.1,567.7,462.4,8.1,P2E06,P2E06,99.81,99.94,89.46,89.74,18.83,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20903001,20/09/03 목요일,46800,122,27,122,80,36,1200,107,20,9.8,3,3,18.1,9.8,0.7,14.418,59.192,59.592,0,0,1,16,18,43,47,51,34,31,23,0.0187,175.4,179.6,182.9,36.06,36.1,35.94,0,-0.73,-0.75,422.5,413.7,409.8,655.8,614.1,559.2,8.5,P2E02,P2E02,99.74,99.78,89.1,91.07,17.59,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20903002,20/09/03 목요일,46800,122,27,122,30,36,1200,107,19.5,10.3,3,3,17.9,9.1,0.9,15.36,69.266,67.602,7,18,17,45,35,29,49,40,25,13,5,0.0184,134,138.2,138.3,38.8,40.84,39.69,0,-0.56,-1.07,679.3,554.5,589.9,819.6,740.5,863.9,6.6,P2E05,P2E05,99.34,99.89,85.39,87.04,16.95,I,AL,AL,2780,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20904001,20/09/04 금요일,46800,122,27,122,30,36,1200,107,19.5,9.7,3,3,18,8.9,1,20.477,68.253,67.477,17,33,24,46,39,30,49,45,25,14,6,0.0182,171.4,170,170.1,38.36,38.74,37.63,0,-0.26,-0.4,286.6,307,266.9,422.9,416,339,5.5,P2E06,P2E06,99.1,99.74,83.41,86.13,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20904002,20/09/04 금요일,46800,122,27,122,70,36,1200,107,20.4,10,3,3,17.8,9.8,0.9,15.204,61.569,60.489,0,0,0,13,15,39,45,50,34,30,22,0.0187,180.2,186.4,178.2,36.49,37.57,37.11,0,-0.64,-0.7,370.6,421.1,346.9,372.6,437.3,419.8,8.2,P2E08,P2E08,99.75,99.98,88.21,89.52,15.12,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20904003,20/09/04 금요일,43200,118.5,22,118.5,220,36,1200,109,20,10,3,3,17.2,9.1,-0.2,6.003,52.845,50.666,0,0,0,4,7,20,27,32,21,21,20,0.0189,125.5,128.1,126.4,35.28,36.16,36.79,0,-0.49,-0.56,255.4,283.7,268.7,459,537.2,435.8,6.4,P2E02,P2E02,91.99,91.99,82.89,86.88,13.06,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20907001,20/09/07 월요일,39400,100,28,100,90,36,1200,107,20.7,10,3,3,18.3,8.3,-0.1,13.837,61.381,59.235,0,0,0,9,10,30,39,47,33,32,28,0.0187,160.4,152,156,35.78,36.11,36.26,0,-0.7,-0.81,454.1,421.3,492.2,412.2,461,494.8,8.7,P2E06,P2E06,99.77,99.91,88.32,91.54,18.54,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20907002,20/09/07 월요일,43200,118.5,22,118.5,90,36,1200,107,19.8,9.8,3,3,18,10,-0.3,14.223,60.282,58.936,0,0,1,15,16,42,48,51,35,32,31,0.0187,159.6,153.7,156.6,35.66,36.23,35.6,0,-0.58,-0.6,422.1,438.6,429.5,384.5,351.3,271,6,P2E11,P2E11,99.93,99.95,89.5,88.34,18.89,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20907003,20/09/07 월요일,38400,116,25,116,170,36,1200,108.5,19.8,10,3,3,18.9,9.8,-0.6,7.561,52.599,52.059,0,0,0,6,8,25,31,33,23,20,17,0.0192,145.5,135.5,144.7,36.92,35.68,37.16,0,-0.54,-0.61,278.3,283.5,298.6,420.1,439.5,370.7,10,P2E03,P2E03,92.02,92.01,83.13,86.23,16.13,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20908001,20/09/08 화요일,26500,92,29,92,130,36,1200,107.5,20.9,10.4,3,3,18,9.7,0.7,9.926,58.647,56.467,0,0,0,9,11,30,37,40,29,26,23,0.0188,151.9,153.5,148.4,36.06,38.85,36.89,0,-0.63,-0.64,405.1,355.8,485.7,343.3,337.5,343.2,8.2,P2E07,P2E07,91.99,91.99,83.73,85.74,0,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20908002,20/09/08 화요일,40500,98.5,26,98.5,130,36,1200,107.5,20.5,10.3,3,3,17.7,10.4,-0.2,9.523,61.164,58.502,0,0,0,10,12,32,38,41,30,26,23,0.0193,144.3,148.7,138.2,35.89,37.03,36.84,0,-0.71,-0.79,497.6,420.4,470.9,411.1,461.3,450.6,6.7,P2E02,P2E02,91.99,91.99,82.91,85.7,16.89,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20909001,20/09/09 수요일,39400,100,28,100,160,36,1200,108.5,20.1,10,3,3,18.3,9.3,-0.7,7.717,55.98,53.795,0,0,0,10,12,31,34,35,24,21,19,0.0192,123.2,124.7,123.1,35.45,36.95,35.97,0,-0.48,-0.57,437.4,318.5,323.9,418,416,427.7,9.2,P2E04,P2E04,92.01,92.01,83.5,86.56,15.97,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20909002,20/09/09 수요일,39400,100,28,100,30,36,1200,107,20,10.2,3,3,16.7,10.3,0.5,20.126,69.16,66.99,1,6,5,26,26,44,52,53,31,25,17,0.0181,192.8,189.4,193.4,34.44,36.11,37.76,0,-0.58,-0.6,480.7,477.8,504,561.1,551.2,555,5.5,P2E07,P2E07,98.87,99.74,81.7,85.33,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20909003,20/09/09 수요일,34000,116,21,116,60,36,1200,107,20.3,10,3,3,17.6,9.7,0.9,16.984,65.852,63.956,0,0,1,13,15,40,51,56,40,35,28,0.0188,161.7,135.9,154.7,37.53,36.98,35.88,0,-0.59,-0.58,533.7,364.5,507.9,368.5,343.4,397.1,5.9,P2E10,P2E10,99.42,99.22,87,87.65,7.13,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20909004,20/09/09 수요일,34000,116,21,116,60,36,1200,107,20.2,9.9,3,3,17.7,9.7,0.2,16.671,63.932,62.568,0,0,0,14,15,42,50,56,37,33,27,0.0186,136.1,120.5,122.7,37.36,38.17,36.93,0,-0.48,-0.51,478.6,740.9,534,428.8,493.8,395.5,5.4,P2E11,P2E11,99.79,99.91,87.44,88.98,16.62,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20910001,20/09/10 목요일,34000,116,21,116,110,36,1200,107.5,20.6,10,3,3,17.4,9.4,1.3,11.489,59.852,57.055,0,0,0,10,12,36,42,44,31,28,25,0.0188,173.8,162.5,164.1,35.68,37.19,36.45,0,-0.55,-0.48,456,466.7,475.7,474.1,409.7,449.2,8.4,P2E06,P2E06,96.01,96.04,86.79,87.71,17.23,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20910002,20/09/10 목요일,34000,116,21,116,120,36,1200,107.5,20.3,10.1,3,3,17.1,10,-0.1,10.417,58.396,56.023,0,0,0,9,11,33,39,42,29,26,23,0.019,168.7,183.8,189.5,35.86,36.7,37.1,0,-0.59,-0.57,533.2,553.7,512.2,496,545.4,387.9,7.2,P2E10,P2E10,95.89,95.79,85.63,86.59,7.43,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20911001,20/09/11 금요일,32700,102.5,24,102.5,220,36,1200,110,20,10,3,3,17.5,9,0.3,5.946,49.86,48.712,0,0,0,3,6,19,26,30,20,19,20,0.0193,121,122.1,121.3,35.81,35.15,36.38,0,-0.61,-0.74,345.1,334.3,369.5,449.4,438.9,431.9,9.6,P2E04,P2E04,92,92,83.54,86.07,13.52,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20912001,20/09/12 토요일,56600,71,41,71,200,36,1200,110,20.2,10.2,3,3,16.8,9.8,1,5.907,52.334,49.523,0,0,0,3,5,19,24,28,20,18,15,0.0194,115.9,114.9,114.4,33.95,35.95,35.16,0,-0.4,-0.49,416.4,377.5,384.1,498.2,439.6,434.6,6.2,P2E08,P2E08,92.01,92,83.27,84.84,13.15,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20914001,20/09/14 월요일,56600,71,41,71,200,36,1200,110,20.6,10.5,3,3,18.3,9.4,-0.8,5.911,53.964,51.91,0,0,0,6,7,21,27,31,21,19,17,0.0191,126.8,124,115.8,37.07,37.18,36.07,0,-0.35,-0.3,433.9,436.9,447.4,461.3,441.4,364.9,9.6,P2E10,P2E10,92.02,92.01,83.56,85.1,6.83,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20914002,20/09/14 월요일,33200,88.5,32,88.5,220,36,1200,108.5,20,10,3,3,17.6,9.7,1.2,5.53,54.755,53.487,0,0,0,1,4,19,26,31,21,19,19,0.0194,116.6,121.6,113.8,37.18,36.57,37.46,0,-0.52,-0.64,548.8,605.1,331.8,427.5,438.6,443.9,9.7,P2E01,P2E01,70.22,70,65.52,62.29,12.12,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20914003,20/09/14 월요일,45400,89.5,29,89.5,170,36,1200,108.5,20.5,10,3,3,17.6,8.9,0.4,6.827,56.583,54.056,0,0,0,6,8,23,27,29,22,18,15,0.0193,141.5,144.8,145.4,36.59,36.02,36.91,0,-0.56,-0.55,375.2,366.2,339,453.7,472.3,450.6,6.7,P2E02,P2E02,91.98,91.98,81.38,87,15.24,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20914004,20/09/14 월요일,33200,88.5,32,88.5,170,36,1200,108.5,20.1,10.2,3,3,18,9.8,-0.4,6.853,57.629,54.895,0,0,0,6,8,25,30,32,24,19,16,0.0196,122.6,127.4,128.3,37.38,36.23,37.05,0,-0.65,-0.67,485.3,404.9,433.4,408.6,400.7,407.4,9.7,P2E04,P2E04,91.99,91.99,83.55,85.15,14.47,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20915001,20/09/15 화요일,46700,93,27,93,150,36,1200,108.5,20,10.5,3,3,17.8,9.2,-0.2,8.025,60.041,57.528,0,0,0,10,10,30,36,41,29,27,25,0.0198,129.5,135.1,132.3,35.51,36.4,37.64,0,-0.43,-0.47,370.8,363.8,343.6,515.5,484.3,519.9,6.1,P2E05,P2E05,92.09,92.01,84.11,84.73,15.8,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20915002,20/09/15 화요일,33200,117.5,24,117.5,100,36,1200,107,20.7,10.5,3,3,17.7,10.2,0.7,11.944,62.269,59.896,0,0,0,7,8,27,38,49,35,33,28,0.0192,162,159.2,164.7,36.23,36.26,35.55,0,-0.84,-0.79,472.7,482.9,469,466.2,469.1,476.8,8,P2E09,P2E09,96,96.02,86.69,87.02,22.02,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20915003,20/09/15 화요일,33200,117.5,24,117.5,100,36,1200,107,20.5,10.4,3,3,17.9,10,-0.2,11.497,60.716,59.698,0,0,0,11,12,35,43,48,33,31,28,0.0195,149.9,150.4,147.5,36.31,35.41,35.57,0,-0.76,-0.73,387.4,362.6,325.9,436.4,464.1,433.6,7.1,P2E11,P2E11,96.01,96.02,86.01,85.42,19.38,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20915004,20/09/15 화요일,35400,94.5,28,94.5,170,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20915005,20/09/15 화요일,35400,94.5,28,94.5,170,36,1200,108.5,19.7,9.9,3,3,18.3,8.8,-1,7.491,55.165,53.337,0,0,0,7,10,28,34,36,25,22,21,0.0195,126.9,125.3,126.7,35.63,36.91,37.08,0,-0.72,-0.76,252.4,254.1,252.9,409.3,400.8,404.3,6.3,P2E02,P2E02,91.99,91.99,82.14,86.37,15.34,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20916001,20/09/16 수요일,34800,98.5,29,98.5,120,36,1200,107.5,20.2,13.8,3,3,17.6,9,15.1,9.957,64.371,62.23,0,0,1,12,12,33,42,51,36,34,35,0.0181,144.9,144.7,147.4,35.17,35.19,35.38,0,-0.79,-0.8,310.8,308.4,289,435.8,433.1,390.8,7.5,P2E07,P2E07,95.96,95.98,86.45,88.99,0,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20916002,20/09/16 수요일,31400,132.5,22,132.5,90,36,1200,107,20.2,13.5,3,3,17.4,8.7,16.7,13.503,63.749,62.201,0,0,0,10,10,30,42,56,40,38,38,0.018,151.8,149.3,154.2,35.16,35.73,35.19,0,-0.81,-0.97,349.3,362.6,330.5,504.5,506.2,489.5,7.4,P2E02,P2E02,99.71,99.75,87.36,92.19,18.87,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20917001,20/09/17 목요일,31400,132.5,22,132.5,90,36,1200,107,20.4,9.8,3,3,17.4,8.9,1.1,13.498,61.695,60.262,0,0,0,7,10,34,43,49,34,32,30,0.0191,167.9,171,168.6,35.5,36.23,35.45,0,-0.74,-0.82,274,297.7,271.3,394.3,439.3,425.2,6.2,P2E06,P2E06,99.86,99.94,90.47,91.41,16.63,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20917002,20/09/17 목요일,31400,132.5,22,132.5,30,36,1200,107,19.8,10,3,3,16.6,9.4,1.6,19.974,67.559,65.852,0,1,2,17,18,42,48,51,34,25,12,0.0185,167.2,156.4,156.5,38.07,38.57,39.28,0,-0.44,-0.54,355.1,486.1,444.9,560.5,562,548.1,5.3,P2E10,P2E10,97.08,96.79,80.43,81.54,9.1,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20918001,20/09/18 금요일,31400,132.5,22,132.5,90,36,1200,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.018,151.8,149.3,154.2,35.16,35.76,35.19,0,-0.81,-0.97,349.3,362.6,330.5,504.5,506.2,489.5,7.4,,,,,,,,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20918002,20/09/18 금요일,36200,118,24,118,60,36,1200,107,20.8,9.8,3,3,16.9,9.6,0.4,17.569,63.715,61.931,0,0,0,7,9,30,42,51,35,31,25,0.0187,184.8,178.9,186.3,35.65,37.28,36.31,0,-0.51,-0.65,276.3,290.3,423.6,410,467.7,456,6.5,P2E02,P2E02,99.59,99.68,86.79,90.29,16,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20918003,20/09/18 금요일,36200,118,24,118,60,36,1200,107,20.8,9.8,3,3,17.4,10.5,-0.7,17.418,63.03,61.574,0,0,0,9,11,34,45,51,35,31,23,0.019,157,159.8,162.9,36.31,37.71,36.43,0,-0.37,-0.44,326.5,331,351.6,507.8,520.1,434.8,4.2,P2E02,P2E02,99.59,99.68,86.79,90.29,16,J,PG,AP,3600,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20918004,20/09/18 금요일,31300,89,31,89,200,36,1200,110,20.5,10.2,3,3,17.7,10,-1.3,6.246,53.164,53.757,0,0,1,11,11,28,33,37,25,25,24,0.0192,114,132.3,120.9,36.06,37.39,36.45,0,-0.51,-0.64,222.2,276.2,211.5,373.7,384.5,383.8,6.7,P2E07,P2E07,91.99,92,83.9,86.01,0,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20921001,20/09/21 월요일,36200,118,24,118,90,36,1200,107,20.2,10,3,3,18,9.5,-1.1,13.234,62.973,60.537,0,0,0,6,10,30,40,48,34,30,23,0.019,166.2,165.1,163.4,36.63,36.51,36.72,0,-0.55,-0.69,402.2,395.5,425.4,412.9,206.5,398.3,6.4,P2E03,P2E03,99.68,99.9,86.85,90.79,17.7,J,PG,AP,4000,,,,,,,,
P2,P2,P21,P21,P2D01,P2D01,P2D20921002,20/09/21 월요일,31300,89,31,89,90,36,1200,107,20.7,10,3,3,17.9,9.8,-0.5,13.403,60.528,59.023,0,0,0,12,14,38,44,47,33,29,21,0.0191,158.6,160.3,160,36.47,36.02,36.88,0,-0.53,-0.52,421.6,427.8,369.7,541.3,448.6,372.2,7.9,P2E06,P2E06,99.82,99.93,89.87,89.49,16.01,J,PG,AP,3600,,,,,,,,
